Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-02-05 00:00:00+05:30,212.15521880860464,212.7835987114515,208.3199216058435,210.37841796875,20998404,0.0,0.0
2016-02-08 00:00:00+05:30,210.42174865802698,213.39032037829412,207.57234969056293,208.24407958984375,12078110,0.0,0.0
2016-02-09 00:00:00+05:30,206.47812216097438,209.92339975651325,205.84974219975453,207.47486877441406,19603494,0.0,0.0
2016-02-10 00:00:00+05:30,206.21809538853444,210.83346150218782,205.55719934236797,208.5907745361328,16883350,0.0,0.0
2016-02-11 00:00:00+05:30,208.6341022142668,209.3058321222605,198.37412216414094,200.33511352539062,17114833,0.0,0.0
2016-02-12 00:00:00+05:30,202.36109312462662,202.36109312462662,192.43696430370386,196.43478393554688,29319458,0.0,0.0
2016-02-15 00:00:00+05:30,198.9158192032881,206.14222374674068,198.9158192032881,205.14547729492188,19283523,0.0,0.0
2016-02-16 00:00:00+05:30,206.08806656366005,207.583186330241,200.86598849962294,201.63522338867188,13024856,0.0,0.0
2016-02-17 00:00:00+05:30,202.6211400267671,207.46403249578233,198.56915029245238,206.41311645507812,15442221,0.0,0.0
2016-02-18 00:00:00+05:30,208.65579152509355,209.90173202438697,202.81616685008663,203.70457458496094,14433087,0.0,0.0
2016-02-19 00:00:00+05:30,203.6829102965322,206.445624074882,203.10868530026673,204.62547302246094,10235503,0.0,0.0
2016-02-22 00:00:00+05:30,204.5712727200524,209.81503286050489,204.5712727200524,208.51492309570312,12770834,0.0,0.0
2016-02-23 00:00:00+05:30,208.68825233691717,209.5766598978811,204.27874511830092,205.77386474609375,18989787,0.0,0.0
2016-02-24 00:00:00+05:30,204.74463906717372,207.70236252456638,204.11624469562528,206.42393493652344,15186204,0.0,0.0
2016-02-25 00:00:00+05:30,206.75979119616358,207.2689983254598,203.867056717672,204.57127380371094,24826958,0.0,0.0
2016-02-26 00:00:00+05:30,206.49979341726532,207.74573393730006,204.61463903736183,205.9255828857422,8349402,0.0,0.0
2016-02-29 00:00:00+05:30,206.13141483861767,215.5138361788657,202.59946628479443,209.45751953125,31032353,0.0,0.0
2016-03-01 00:00:00+05:30,209.0349607438692,213.44448262942484,209.02412685761527,212.6319122314453,16453192,0.0,0.0
2016-03-02 00:00:00+05:30,215.14544015015122,217.92983562637568,213.92118210874756,217.00892639160156,20105967,0.0,0.0
2016-03-03 00:00:00+05:30,218.85076223591665,220.5842420981475,216.14221803176756,219.46832275390625,15880459,0.0,0.0
2016-03-04 00:00:00+05:30,219.7175035363224,219.93419575268635,217.44232928355206,218.07070922851562,8987660,0.0,0.0
2016-03-08 00:00:00+05:30,218.30904711623754,223.3794509778336,218.30904711623754,222.53439331054688,13222993,0.0,0.0
2016-03-09 00:00:00+05:30,221.0175830022121,226.19632520396135,220.71421972686997,225.71961975097656,11854901,0.0,0.0
2016-03-10 00:00:00+05:30,225.79548916280805,226.6297274406501,218.6340869248464,219.22996520996094,20706353,0.0,0.0
2016-03-11 00:00:00+05:30,219.91253700921706,223.0869529916606,218.98079370886538,219.8258514404297,15319044,0.0,0.0
2016-03-14 00:00:00+05:30,220.82255444267014,222.40434517736887,219.48995754812236,220.96340942382812,11880095,0.0,0.0
2016-03-15 00:00:00+05:30,221.88434793063243,222.7185862382691,219.9558724669886,221.12596130371094,10487788,0.0,0.0
2016-03-16 00:00:00+05:30,221.2342812441683,222.2743633354288,217.8648555669135,221.39678955078125,11064129,0.0,0.0
2016-03-17 00:00:00+05:30,225.03994164259063,227.20926193421207,221.7530789750696,222.62957763671875,16832997,2.600351,0.0
2016-03-18 00:00:00+05:30,223.12261189536045,225.73018158313377,222.56384800707525,225.08377075195312,14030979,0.0,0.0
2016-03-21 00:00:00+05:30,225.24809979968094,228.21722763598328,224.1086603327633,227.29690551757812,12708074,0.0,0.0
2016-03-22 00:00:00+05:30,227.2311615604986,230.57278876055884,226.93533852407495,229.60865783691406,15333442,0.0,0.0
2016-03-23 00:00:00+05:30,229.40049801845998,229.40049801845998,224.0319765323896,225.5220184326172,16806372,0.0,0.0
2016-03-28 00:00:00+05:30,225.6973045331758,226.069818652217,222.5528828244483,223.59371948242188,18070240,0.0,0.0
2016-03-29 00:00:00+05:30,224.33871965334234,228.32677216786368,223.54988262023096,227.0668182373047,15871250,0.0,0.0
2016-03-30 00:00:00+05:30,228.48017511967453,230.46324569087028,228.48017511967453,229.43336486816406,14453294,0.0,0.0
2016-03-31 00:00:00+05:30,228.1076467002981,231.39449437117426,226.28891437583235,229.0279541015625,30833349,0.0,0.0
2016-04-01 00:00:00+05:30,227.6913493219676,229.26903823761157,224.6017067004156,226.67242431640625,12381116,0.0,0.0
2016-04-04 00:00:00+05:30,227.88852359142777,228.3705963571471,224.66741099366138,226.80386352539062,8632568,0.0,0.0
2016-04-05 00:00:00+05:30,225.99310667861815,228.41441166012706,223.9881246199325,225.02896118164062,10259495,0.0,0.0
2016-04-06 00:00:00+05:30,226.15746945215102,227.16543852512137,224.07579610066784,226.51902770996094,6990781,0.0,0.0
2016-04-07 00:00:00+05:30,226.77100931057169,229.64153434076175,223.96623411227816,227.28594970703125,8789163,0.0,0.0
2016-04-08 00:00:00+05:30,226.99011243039857,231.05485601013723,225.96024632936232,227.08872985839844,13411752,0.0,0.0
2016-04-11 00:00:00+05:30,227.23116754058466,229.09372348952124,226.35466890257615,227.9542694091797,10308361,0.0,0.0
2016-04-12 00:00:00+05:30,227.95426328754723,231.712242686377,227.46123464532332,229.51004028320312,11164859,0.0,0.0
2016-04-13 00:00:00+05:30,230.63856786083232,234.44035658486524,230.63856786083232,233.5967254638672,16038542,0.0,0.0
2016-04-18 00:00:00+05:30,233.54193235357084,233.7610643358609,231.2630533526454,233.31185913085938,19065716,0.0,0.0
2016-04-20 00:00:00+05:30,234.2869537176954,234.2869537176954,226.96821486748303,227.29690551757812,21687934,0.0,0.0
2016-04-21 00:00:00+05:30,228.19532804609827,230.5180305732545,226.7929330590013,228.1405487060547,11380697,0.0,0.0
2016-04-22 00:00:00+05:30,227.66941839177974,229.53195972592485,225.54392161353195,227.65846252441406,11705087,0.0,0.0
2016-04-25 00:00:00+05:30,228.86364076735003,228.86364076735003,221.81881315850842,222.8267822265625,61157544,0.0,0.0
2016-04-26 00:00:00+05:30,222.49812137908302,224.36066286940812,220.76703568084287,222.83775329589844,26429236,0.0,0.0
2016-04-27 00:00:00+05:30,223.0459119898499,224.80985052776592,222.62957440025272,223.3745880126953,14502641,0.0,0.0
2016-04-28 00:00:00+05:30,222.19134556633873,223.33078513860156,217.14054394289812,218.4005126953125,61949033,0.0,0.0
2016-04-29 00:00:00+05:30,217.68834912321512,218.80589157120033,214.48914781735994,215.33277893066406,23479680,0.0,0.0
2016-05-02 00:00:00+05:30,214.5219815342593,217.45824153721475,214.30286420299032,216.26402282714844,10620873,0.0,0.0
2016-05-03 00:00:00+05:30,216.49413637518657,218.01704599332163,213.15250868657048,213.82083129882812,17571826,0.0,0.0
2016-05-04 00:00:00+05:30,213.43732884830962,215.5518696772571,213.20725564254516,214.3247833251953,13546285,0.0,0.0
2016-05-05 00:00:00+05:30,214.74112349187703,215.49709294728052,212.74709717518041,213.70028686523438,21665684,0.0,0.0
2016-05-06 00:00:00+05:30,213.20727879199302,214.03993939725515,211.89253073432457,212.31982421875,14748329,0.0,0.0
2016-05-09 00:00:00+05:30,213.64551574014283,216.05586509826418,213.16344294305327,215.42041015625,15347096,0.0,0.0
2016-05-10 00:00:00+05:30,215.4204107830258,215.77101317120005,214.30288304067054,215.29989624023438,7248302,0.0,0.0
2016-05-11 00:00:00+05:30,212.94430261355078,214.9054613274706,212.54987677188865,213.733154296875,12339923,0.0,0.0
2016-05-12 00:00:00+05:30,213.86462471223183,217.85267734265813,213.65646323798853,217.5458984375,12786216,0.0,0.0
2016-05-13 00:00:00+05:30,216.70228033097834,217.05288272528878,213.6455201009553,214.33575439453125,14648291,0.0,0.0
2016-05-16 00:00:00+05:30,214.0837414205846,215.2889306761971,212.79091985603353,213.85366821289062,9327335,0.0,0.0
2016-05-17 00:00:00+05:30,214.79589245284927,215.4203914732071,211.75007378954598,212.36361694335938,12157600,0.0,0.0
2016-05-18 00:00:00+05:30,211.65148524434775,213.09768898025803,211.25705939486033,212.67041015625,8228838,0.0,0.0
2016-05-19 00:00:00+05:30,212.92241172788937,212.96623520043997,207.20328765943657,208.4303741455078,9134784,0.0,0.0
2016-05-20 00:00:00+05:30,208.60566701348233,209.1534750065956,204.08076216614526,204.70526123046875,18544619,0.0,0.0
2016-05-23 00:00:00+05:30,205.39548365266916,206.1295559751392,202.8317377120166,203.78492736816406,18365734,0.0,0.0
2016-05-24 00:00:00+05:30,203.3576405355201,206.85266451230396,203.3576405355201,206.0747833251953,12283217,0.0,0.0
2016-05-25 00:00:00+05:30,208.1345657057913,208.78097655323984,206.22818614053125,208.4303741455078,9240115,0.0,0.0
2016-05-26 00:00:00+05:30,208.16745237969837,208.69334872580833,206.87461593904175,207.47720336914062,14190024,0.0,0.0
2016-05-27 00:00:00+05:30,207.95926669583244,214.06186105543125,207.89353148400124,213.5797882080078,13401594,0.0,0.0
2016-05-30 00:00:00+05:30,213.95227736233943,215.06980508750934,211.45426646808104,212.26502990722656,9633652,0.0,0.0
2016-05-31 00:00:00+05:30,212.33077438883083,213.20727307042165,209.59173429301813,209.88754272460938,23332727,0.0,0.0
2016-06-01 00:00:00+05:30,209.90944275505268,211.69530762215885,208.56184183162978,208.9562530517578,9042808,0.0,0.0
2016-06-02 00:00:00+05:30,209.15348615183603,209.7341617778392,207.09372447741254,209.5369415283203,10253825,0.0,0.0
2016-06-03 00:00:00+05:30,210.35867350177506,210.99412850541785,209.4493071568756,210.281982421875,8643295,0.0,0.0
2016-06-06 00:00:00+05:30,210.5777645495879,211.01601386441843,208.72617911290325,209.21920776367188,8672842,0.0,0.0
2016-06-07 00:00:00+05:30,209.75605959933486,210.5668083974471,208.51800272683198,209.27398681640625,18954268,0.0,0.0
2016-06-08 00:00:00+05:30,209.9204140083773,209.9204140083773,207.98116685797325,209.0658416748047,12135516,0.0,0.0
2016-06-09 00:00:00+05:30,210.35867851725328,213.96326174979419,209.5260032324008,212.80191040039062,15643495,0.0,0.0
2016-06-10 00:00:00+05:30,213.42637392632568,215.70526739680625,212.17737583485157,214.01800537109375,16316760,0.0,0.0
2016-06-13 00:00:00+05:30,212.527959916766,215.49708758376502,211.02696228306516,214.98214721679688,10214469,0.0,0.0
2016-06-14 00:00:00+05:30,214.94926849804813,215.92436984754235,212.3964785288533,213.9193878173828,10923848,0.0,0.0
2016-06-15 00:00:00+05:30,214.7411306723193,216.16542269416254,213.3716033603493,215.7490997314453,11129082,0.0,0.0
2016-06-16 00:00:00+05:30,214.9602703050658,215.5409459669043,211.90349520848605,213.93038940429688,9372207,0.0,0.0
2016-06-17 00:00:00+05:30,214.08375726818355,214.4453155343643,212.571803623723,213.62359619140625,10534878,0.0,0.0
2016-06-20 00:00:00+05:30,213.02098097833903,217.50206198656056,212.11162943886092,216.97616577148438,10758608,0.0,0.0
2016-06-21 00:00:00+05:30,217.83077082545222,217.84172669278004,214.67539327108142,216.29690551757812,13933068,0.0,0.0
2016-06-22 00:00:00+05:30,215.8367654177038,216.03397104875097,214.10567970253447,214.8507080078125,12788710,0.0,0.0
2016-06-23 00:00:00+05:30,214.73020876432878,215.17939940040503,212.54991766233977,214.8397674560547,9837526,0.0,0.0
2016-06-24 00:00:00+05:30,211.43235401267034,211.43235401267034,204.5299674454081,208.48513793945312,24985097,0.0,0.0
2016-06-27 00:00:00+05:30,206.0857410364307,210.00804386284267,206.0857410364307,209.40545654296875,9163399,0.0,0.0
2016-06-28 00:00:00+05:30,209.5698073780646,210.698290938163,209.26302847352994,209.87657165527344,7604977,0.0,0.0
2016-06-29 00:00:00+05:30,210.7969012058477,212.31981066075218,210.35865188127661,211.87060546875,7523987,0.0,0.0
2016-06-30 00:00:00+05:30,212.9881159637172,214.1933051655803,211.90345592116802,212.36361694335938,12758283,0.0,0.0
2016-07-01 00:00:00+05:30,213.15246503890143,214.0399048415443,212.54986313434435,213.30584716796875,6610193,0.0,0.0
2016-07-04 00:00:00+05:30,213.75508607127585,217.7212127118872,213.75508607127585,216.20925903320312,7803505,0.0,0.0
2016-07-05 00:00:00+05:30,216.07776803203262,219.75904175156415,214.8068581997706,217.61163330078125,11359882,0.0,0.0
2016-07-07 00:00:00+05:30,217.48015220107092,219.23313472457954,216.08871327237853,216.47218322753906,12029091,0.0,0.0
2016-07-08 00:00:00+05:30,216.2749858086854,216.7132204856403,213.9413130172721,214.39051818847656,7140617,0.0,0.0
2016-07-11 00:00:00+05:30,217.15148817014477,218.0170309850437,215.94631345185854,217.4801788330078,8266601,0.0,0.0
2016-07-12 00:00:00+05:30,218.08275693294104,220.2192095825254,217.15147895047446,219.86862182617188,9767494,0.0,0.0
2016-07-13 00:00:00+05:30,220.2630434552522,222.78296620969223,220.03297022927867,221.0409393310547,14915296,0.0,0.0
2016-07-14 00:00:00+05:30,220.89851621188743,222.2132496337903,218.74013706735187,220.1973114013672,10758372,0.0,0.0
2016-07-15 00:00:00+05:30,221.09570014439257,223.72518135753663,219.89052552133825,221.79689025878906,13992989,0.0,0.0
2016-07-18 00:00:00+05:30,225.2590521886203,227.61463678538598,219.50706097840077,220.4931182861328,32106850,0.0,0.0
2016-07-19 00:00:00+05:30,220.43834420441036,224.15248568416064,218.09371541901248,223.0240020751953,16649300,0.0,0.0
2016-07-20 00:00:00+05:30,223.4951295709444,225.32480341485555,222.75010128987566,224.1634521484375,12265316,0.0,0.0
2016-07-21 00:00:00+05:30,224.38255343804434,224.60168541038658,220.21920686412867,220.51502990722656,6711097,0.0,0.0
2016-07-22 00:00:00+05:30,220.43833178469038,223.02398950979676,220.24111155315876,222.37757873535156,6899519,0.0,0.0
2016-07-25 00:00:00+05:30,222.19133767772163,224.32779045669432,220.73416334514877,224.10867309570312,8241568,0.0,0.0
2016-07-26 00:00:00+05:30,224.16345094241404,226.74910892151834,222.45429165608897,224.39352416992188,10516399,0.0,0.0
2016-07-27 00:00:00+05:30,224.17440155171042,224.82081237449123,221.08475909083396,221.99412536621094,11030767,0.0,0.0
2016-07-28 00:00:00+05:30,222.39951032823146,225.80687300244747,221.98317272151652,224.8975067138672,15610838,0.0,0.0
2016-07-29 00:00:00+05:30,224.38257699443955,224.57979725298497,221.75309544156391,222.38856506347656,9629597,0.0,0.0
2016-08-01 00:00:00+05:30,223.0678017603795,223.5717862397774,220.23014461193213,221.2052459716797,7978251,0.0,0.0
2016-08-02 00:00:00+05:30,220.87658275910007,223.50606397170145,220.50406865434485,221.92837524414062,7710138,0.0,0.0
2016-08-03 00:00:00+05:30,222.27894840075504,222.27894840075504,217.26103000580505,217.79788208007812,11872282,0.0,0.0
2016-08-04 00:00:00+05:30,218.90445425716396,219.12357158287915,215.4861215847334,217.58970642089844,10187608,0.0,0.0
2016-08-05 00:00:00+05:30,218.68536299131176,223.28695933339728,218.47720149315316,222.6843719482422,12109001,0.0,0.0
2016-08-08 00:00:00+05:30,223.48413821893917,226.5737802783533,223.21022693421494,225.53294372558594,13556347,0.0,0.0
2016-08-09 00:00:00+05:30,225.03995911606313,226.68338326376582,223.72521102150438,225.8507080078125,13290768,0.0,0.0
2016-08-10 00:00:00+05:30,225.97121519610445,226.69431706997543,219.56184262830763,219.92340087890625,13471958,0.0,0.0
2016-08-11 00:00:00+05:30,219.55087752238865,224.13056153706498,219.0359371502519,222.21322631835938,14169454,0.0,0.0
2016-08-12 00:00:00+05:30,222.84869275222752,228.52400763349493,222.84869275222752,226.9682159423828,16365425,0.0,0.0
2016-08-16 00:00:00+05:30,227.06684337150415,228.94034067460092,222.5200265222684,224.5797882080078,13367575,0.0,0.0
2016-08-17 00:00:00+05:30,224.40448996411337,225.43437085411978,220.7013040329403,222.0379638671875,15486572,0.0,0.0
2016-08-18 00:00:00+05:30,222.6295759329554,224.30586754298648,222.6295759329554,223.0787811279297,7749690,0.0,0.0
2016-08-19 00:00:00+05:30,223.06784353166555,223.94434225839996,220.67939108361168,222.38856506347656,8177802,0.0,0.0
2016-08-22 00:00:00+05:30,221.75306718597597,223.44032921404937,220.7012746988442,221.72019958496094,6684236,0.0,0.0
2016-08-23 00:00:00+05:30,221.75308405142331,222.41046537637214,220.21921867208744,221.4134521484375,7320433,0.0,0.0
2016-08-24 00:00:00+05:30,221.68737018661406,223.9333964463188,221.53398802211217,223.61566162109375,8719596,0.0,0.0
2016-08-25 00:00:00+05:30,223.7690202799804,225.47819415706164,221.0957154142639,221.90647888183594,14960746,0.0,0.0
2016-08-26 00:00:00+05:30,223.04590491537942,225.87259175882602,222.32278843340234,225.2371368408203,9639663,0.0,0.0
2016-08-29 00:00:00+05:30,225.09471573209223,232.21623428045746,224.84271615613008,231.71224975585938,16193208,0.0,0.0
2016-08-30 00:00:00+05:30,232.70925533055558,234.13354729180816,230.7371407659588,233.67340087890625,18170724,0.0,0.0
2016-08-31 00:00:00+05:30,233.34471559525892,235.33874193954605,229.4223981100357,232.27101135253906,23295502,0.0,0.0
2016-09-01 00:00:00+05:30,230.73715776975035,235.06484256195037,224.75507843327753,225.5220184326172,42621045,0.0,0.0
2016-09-02 00:00:00+05:30,225.93833984566922,226.25607463645417,219.62758451940596,222.0489044189453,28124615,0.0,0.0
2016-09-06 00:00:00+05:30,223.4841766357422,224.60170444468378,222.41047229951775,223.4841766357422,11510431,0.0,0.0
2016-09-07 00:00:00+05:30,223.94432437296902,225.0508962477473,221.98316557651037,222.9911346435547,12927438,0.0,0.0
2016-09-08 00:00:00+05:30,224.17436846721822,227.00106968565007,223.54986947204242,226.44229125976562,12206479,0.0,0.0
2016-09-09 00:00:00+05:30,226.79289957444357,230.05783552295614,225.69728368067862,228.88552856445312,15269894,0.0,0.0
2016-09-12 00:00:00+05:30,225.78494411317527,231.39450894145656,225.5110474370182,229.31283569335938,33684893,0.0,0.0
2016-09-14 00:00:00+05:30,229.6415429885336,232.05189242284777,228.08576587313954,228.92938232421875,18604842,0.0,0.0
2016-09-15 00:00:00+05:30,229.422408780474,234.50607768266,229.422408780474,233.36663818359375,31371009,0.0,0.0
2016-09-16 00:00:00+05:30,233.8048629178724,239.68832417292575,232.07377748863263,235.67835998535156,39324529,0.0,0.0
2016-09-19 00:00:00+05:30,235.02100275325975,238.40646805360544,234.68137087565125,237.1793670654297,16678060,0.0,0.0
2016-09-20 00:00:00+05:30,237.52996147374031,237.694299473525,234.2540695807472,235.38255310058594,11531268,0.0,0.0
2016-09-21 00:00:00+05:30,235.33873119316556,237.7271686484949,234.24311526602497,234.95526123046875,10943394,0.0,0.0
2016-09-22 00:00:00+05:30,237.3108466235212,240.1156216524841,236.4343480275154,238.6146240234375,18761415,0.0,0.0
2016-09-23 00:00:00+05:30,238.62559838918483,243.10667989017782,238.62559838918483,241.64950561523438,31085948,0.0,0.0
2016-09-26 00:00:00+05:30,241.78097228034986,247.51106648279213,241.09073800389322,242.6136474609375,38213411,0.0,0.0
2016-09-27 00:00:00+05:30,244.76105284756102,246.72221160461515,242.48217393863686,243.3367462158203,19374535,0.0,0.0
2016-09-28 00:00:00+05:30,242.76704424669765,242.7889559829122,238.03397757841137,238.98716735839844,24820234,0.0,0.0
2016-09-29 00:00:00+05:30,239.94032663411426,243.39151241310938,233.8925126798489,234.99908447265625,21260295,0.0,0.0
2016-09-30 00:00:00+05:30,234.02398877511715,239.84172966994748,233.65147467043676,237.4642333984375,11199883,0.0,0.0
2016-10-03 00:00:00+05:30,238.187329260496,242.77796905610504,235.8317594094729,238.9980926513672,18125170,0.0,0.0
2016-10-04 00:00:00+05:30,239.5130431590022,242.85467040972992,239.2829553211116,240.23614501953125,13113580,0.0,0.0
2016-10-05 00:00:00+05:30,241.91244179880178,242.4602497633129,237.92438928548657,238.71322631835938,10789932,0.0,0.0
2016-10-06 00:00:00+05:30,239.28295858002704,246.7879471034055,239.28295858002704,243.40249633789062,21111045,0.0,0.0
2016-10-07 00:00:00+05:30,244.10368789232973,246.0867437705648,242.46026390295623,243.00807189941406,15280380,0.0,0.0
2016-10-10 00:00:00+05:30,244.10368314905867,245.85668040552162,239.7212046352273,240.23614501953125,11553662,0.0,0.0
2016-10-13 00:00:00+05:30,238.6255768300582,238.63653269668467,230.51800148929019,231.64649963378906,21938040,0.0,0.0
2016-10-14 00:00:00+05:30,232.92839274078395,237.09173956819788,232.63256967967394,236.1385498046875,15265659,0.0,0.0
2016-10-17 00:00:00+05:30,236.65347451095974,236.82878301333292,231.9970993090854,232.41343688964844,9826781,0.0,0.0
2016-10-18 00:00:00+05:30,233.58575678515973,237.2560895145031,232.7202286021685,236.89453125,11073137,0.0,0.0
2016-10-19 00:00:00+05:30,237.6285831423203,239.87460912101471,236.96026059613635,238.2640380859375,17073242,0.0,0.0
2016-10-20 00:00:00+05:30,239.71024153820724,240.59769600684214,237.54092139472246,238.307861328125,10125508,0.0,0.0
2016-10-21 00:00:00+05:30,240.3785992596081,240.3785992596081,231.92042067064696,233.19134521484375,43608816,0.0,0.0
2016-10-24 00:00:00+05:30,234.4622401779821,235.33873879895182,232.41343452491034,232.99411010742188,10513017,0.0,0.0
2016-10-25 00:00:00+05:30,233.36661104392775,233.42139037623082,231.00007075181037,232.45724487304688,7658966,0.0,0.0
2016-10-26 00:00:00+05:30,231.4055040221141,232.15053236216434,230.5399611241325,230.96725463867188,10945927,0.0,0.0
2016-10-27 00:00:00+05:30,230.32080285751425,230.93434603448048,228.63355546402568,229.79490661621094,12842476,0.0,0.0
2016-10-28 00:00:00+05:30,230.07978383884708,231.83276651068758,228.7212123947254,231.16444396972656,8127969,0.0,0.0
2016-11-01 00:00:00+05:30,230.3646548876319,231.38357989569866,229.51006790430898,230.29891967773438,10223897,0.0,0.0
2016-11-02 00:00:00+05:30,228.1076962988751,228.5130780695318,223.725217157478,224.3278045654297,7039997,0.0,0.0
2016-11-03 00:00:00+05:30,224.3496855555649,226.73813774988278,223.63753955782738,224.37159729003906,7311872,0.0,0.0
2016-11-04 00:00:00+05:30,223.56084968743372,225.01802391976943,219.12359178665108,220.33973693847656,11535892,0.0,0.0
2016-11-07 00:00:00+05:30,222.19132617234345,222.75009004126457,218.91543403119258,219.37559509277344,9506040,0.0,0.0
2016-11-08 00:00:00+05:30,220.37262153157016,220.37262153157016,218.75109453744625,219.8905487060547,13432073,0.0,0.0
2016-11-09 00:00:00+05:30,208.16743216884407,221.0957221835673,203.78495329186768,220.13157653808594,21640144,0.0,0.0
2016-11-10 00:00:00+05:30,223.19928716318674,225.46722478662258,220.65745286260037,221.40248107910156,9764091,0.0,0.0
2016-11-11 00:00:00+05:30,218.65247790372766,222.95826545678722,218.04989056675313,219.50706481933594,14775330,0.0,0.0
2016-11-15 00:00:00+05:30,218.35666839823705,219.12359374312513,214.64251233314886,215.9243927001953,14487470,0.0,0.0
2016-11-16 00:00:00+05:30,218.0279918199059,218.42241769886178,214.89452577911496,216.1763916015625,16550762,0.0,0.0
2016-11-17 00:00:00+05:30,216.05585458196725,218.7182033902041,213.51402031030526,214.2480926513672,12628378,0.0,0.0
2016-11-18 00:00:00+05:30,215.83674400938568,217.52399145630736,215.1793627164438,216.38455200195312,18163751,0.0,0.0
